CommID,FIPSPL,Name,CAT,CommID,FIPSPL,QOLjobs_vg,QOLjobs_g,QOLjobs_f,QOLjobs_p,QOLjobs_dnk,QOLjobs_na,QOLmed_vg,QOLmed_g,QOLmed_f,QOLmed_p,QOLmed_dnk,QOLmed_na,QOLk12_vg,QOLk12_g,QOLk12_f,QOLk12_p,QOLk12_dnk,QOLk12_na,QOLhousing_vg,QOLhousing_g,QOLhousing_f,QOLhousing_p,QOLhousing_dnk,QOLhousing_na,QOLshop_vg,QOLshop_g,QOLshop_f,QOLshop_p,QOLshop_dnk,QOLshop_na,QOLchildcare_vg,QOLchildcare_g,QOLchildcare_f,QOLchildcare_p,QOLchildcare_dnk,QOLchildcare_na,QOLseniorcare_vg,QOLseniorcare_g,QOLseniorcare_f,QOLseniorcare_p,QOLseniorcare_dnk,QOLseniorcare_na,QOLyouth_vg,QOLyouth_g,QOLyouth_f,QOLyouth_p,QOLyouth_dnk,QOLyouth_na,QOLcommsrvall_vg,QOLcommsrvall_g,QOLcommsrvall_f,QOLcommsrvall_p,QOLcommsrvall_dnk,QOLcommsrvall_na,QOLrecrentr_vg,QOLrecrentr_g,QOLrecrentr_f,QOLrecrentr_p,QOLrecrentr_dnk,QOLrecrentr_na,QOLpolice_vg,QOLpolice_g,QOLpolice_f,QOLpolice_p,QOLpolice_dnk,QOLpolice_na,QOLfire_vg,QOLfire_g,QOLfire_f,QOLfire_p,QOLfire_dnk,QOLfire_na,QOLems_vg,QOLems_g,QOLems_f,QOLems_p,QOLems_dnk,QOLems_na,QOLstreets_vg,QOLstreets_g,QOLstreets_f,QOLstreets_p,QOLstreets_dnk,QOLstreets_na,QOLparks_vg,QOLparks_g,QOLparks_f,QOLparks_p,QOLparks_dnk,QOLparks_na,QOLgarbage_vg,QOLgarbage_g,QOLgarbage_f,QOLgarbage_p,QOLgarbage_dnk,QOLgarbage_na,QOLwater_vg,QOLwater_g,QOLwater_f,QOLwater_p,QOLwater_dnk,QOLwater_na,QOLgovtsrvall_vg,QOLgovtsrvall_g,QOLgovtsrvall_f,QOLgovtsrvall_p,QOLgovtsrvall_dnk,QOLgovtsrvall_na
85,1969915,Saint Charles,TENURE1,85,1969915,0.000,0.000,40.117,32.934,13.474,13.474,0.000,2.815,0.000,20.852,21.321,55.012,24.273,26.569,21.153,0.000,24.202,3.802,3.952,27.865,27.147,8.259,32.777,0.000,0.000,9.110,23.913,25.159,3.952,37.866,0.000,12.415,18.779,18.779,40.049,9.976,0.000,0.000,2.815,0.000,76.333,20.852,9.110,21.098,2.815,3.952,42.173,20.852,0.000,18.747,50.129,8.498,22.626,0.000,3.037,6.610,10.263,18.090,3.655,58.346,26.115,24.955,3.802,25.712,10.653,8.763,29.917,24.728,42.648,0.000,2.708,0.000,20.296,21.783,3.802,0.000,54.119,0.000,8.763,13.256,49.976,28.004,0.000,0.000,8.763,22.020,62.366,0.000,6.851,0.000,5.652,25.926,38.505,3.802,26.115,0.000,31.767,29.728,38.505,0.000,0.000,0.000,8.763,39.371,26.569,3.802,21.494,0.000
86,1972210,Sheffield,TENURE1,86,1972210,0.000,35.196,30.339,0.000,34.466,0.000,29.656,51.126,0.000,0.000,19.218,0.000,77.969,5.690,0.000,0.000,16.341,0.000,12.214,41.939,0.000,23.815,22.031,0.000,0.000,6.889,60.942,32.169,0.000,0.000,32.169,38.436,6.034,0.000,23.361,0.000,19.218,19.218,6.034,0.000,55.530,0.000,26.107,31.285,0.000,0.000,42.608,0.000,12.951,60.942,19.218,0.000,6.889,0.000,10.314,37.301,18.489,8.625,16.854,8.417,58.308,29.505,5.690,0.000,6.497,0.000,87.829,12.171,0.000,0.000,0.000,0.000,48.463,17.071,0.000,0.000,34.466,0.000,36.836,33.659,5.690,23.815,0.000,0.000,54.960,26.915,18.125,0.000,0.000,0.000,63.998,30.312,5.690,0.000,0.000,0.000,30.339,33.659,5.690,24.621,5.690,0.000,48.463,26.915,6.497,18.125,0.000,0.000
87,1972975,Sibley,TENURE1,87,1972975,0.000,0.000,73.427,16.613,9.960,0.000,0.000,41.694,31.733,16.613,9.960,0.000,46.306,0.000,35.244,18.450,0.000,0.000,0.000,83.387,0.000,16.613,0.000,0.000,0.000,31.733,41.694,26.573,0.000,0.000,9.960,63.467,0.000,16.613,9.960,0.000,0.000,0.000,73.427,16.613,9.960,0.000,0.000,73.427,0.000,16.613,9.960,0.000,0.000,83.387,0.000,16.613,0.000,0.000,0.000,25.396,35.054,39.551,0.000,0.000,9.960,41.694,31.733,16.613,0.000,0.000,19.921,63.467,0.000,16.613,0.000,0.000,9.960,73.427,0.000,16.613,0.000,0.000,0.000,63.467,19.921,16.613,0.000,0.000,9.960,73.427,0.000,16.613,0.000,0.000,51.654,31.733,0.000,16.613,0.000,0.000,0.000,83.387,0.000,16.613,0.000,0.000,0.000,73.427,0.000,16.613,9.960,0.000
88,1978735,Traer,TENURE1,88,1978735,0.000,60.104,21.528,5.787,8.387,4.194,4.194,80.065,11.547,0.000,4.194,0.000,4.065,66.939,16.802,0.000,12.194,0.000,0.000,73.358,15.985,0.000,7.734,2.923,0.000,56.748,27.995,15.258,0.000,0.000,37.392,21.751,29.181,0.000,8.474,3.202,4.577,8.036,6.316,0.000,62.150,18.920,0.000,53.296,17.514,0.000,20.141,9.049,4.085,70.859,20.971,0.000,4.085,0.000,11.833,15.666,29.045,17.589,20.087,5.779,8.731,12.126,60.760,0.000,3.867,14.515,25.164,30.061,10.648,0.000,34.127,0.000,19.122,45.378,0.000,0.000,35.500,0.000,34.127,19.379,37.290,9.204,0.000,0.000,48.643,35.372,15.985,0.000,0.000,0.000,31.453,34.420,0.000,0.000,0.000,34.127,25.164,37.050,24.716,13.071,0.000,0.000,3.867,77.750,10.648,0.000,7.734,0.000
89,1979815,University Park,TENURE1,89,1979815,0.000,0.000,6.998,34.853,2.709,55.440,0.000,24.396,6.813,5.187,0.000,63.604,0.000,32.054,25.056,0.000,0.000,42.889,6.813,60.967,29.582,0.000,2.637,0.000,0.000,0.000,0.000,0.000,0.000,100.000,32.220,9.451,0.000,23.560,10.374,24.396,0.000,0.000,0.000,0.000,46.769,53.231,0.000,0.000,0.000,0.000,45.934,54.066,0.000,28.512,50.580,10.941,0.000,9.968,11.590,0.000,15.985,1.729,1.729,68.967,2.709,62.438,5.327,0.000,5.327,24.199,2.709,57.111,29.526,0.000,10.655,0.000,33.093,61.580,0.000,0.000,5.327,0.000,0.000,27.765,72.235,0.000,0.000,0.000,30.384,64.289,5.327,0.000,0.000,0.000,13.363,57.111,0.000,24.199,5.327,0.000,38.420,61.580,0.000,0.000,0.000,0.000,2.709,62.438,29.526,0.000,5.327,0.000
90,1980580,Ventura,TENURE1,90,1980580,0.000,54.388,0.000,13.395,22.806,9.411,0.000,0.000,6.140,0.000,6.398,87.462,59.718,8.809,0.000,0.000,31.473,0.000,6.398,78.653,0.000,0.000,14.949,0.000,0.000,0.000,0.000,12.538,0.000,87.462,63.624,16.202,0.000,0.000,20.174,0.000,0.000,6.398,6.140,6.398,21.347,59.718,0.000,57.048,8.809,6.398,18.936,8.809,55.826,23.409,13.749,0.000,7.016,0.000,45.320,6.312,12.098,2.936,0.000,33.333,66.116,21.347,12.538,0.000,0.000,0.000,66.116,33.884,0.000,0.000,0.000,0.000,66.116,14.949,0.000,0.000,12.538,6.398,66.116,27.486,0.000,6.398,0.000,0.000,66.116,21.347,12.538,0.000,0.000,0.000,72.514,27.486,0.000,0.000,0.000,0.000,72.514,15.207,6.140,0.000,0.000,6.140,57.307,42.693,0.000,0.000,0.000,0.000
91,1980985,Villisca,TENURE1,91,1980985,0.000,0.000,58.510,35.430,6.061,0.000,25.675,38.896,29.369,6.061,0.000,0.000,7.161,47.129,25.675,13.975,6.061,0.000,6.452,28.502,31.264,6.452,27.331,0.000,0.000,6.061,79.646,14.294,0.000,0.000,0.000,13.221,21.136,0.000,65.643,0.000,0.000,6.061,42.590,0.000,51.349,0.000,0.000,38.896,48.983,0.000,12.121,0.000,0.000,26.775,55.044,0.000,18.182,0.000,0.000,33.368,33.917,26.288,4.407,2.020,0.000,0.000,87.879,6.061,6.061,0.000,38.896,28.269,7.161,0.000,25.675,0.000,12.121,29.369,7.161,19.614,31.735,0.000,0.000,22.208,71.731,0.000,6.061,0.000,22.800,61.830,8.324,0.000,7.045,0.000,38.896,40.750,0.000,0.000,20.354,0.000,0.000,41.068,6.061,20.036,32.835,0.000,0.000,27.655,52.761,0.000,19.584,0.000
92,1982740,Waukon,TENURE1,92,1982740,0.000,17.576,0.000,56.696,25.728,0.000,17.576,82.424,0.000,0.000,0.000,0.000,0.000,40.909,17.576,0.000,41.515,0.000,0.000,56.696,17.576,0.000,25.728,0.000,0.000,8.152,52.728,39.120,0.000,0.000,0.000,17.576,0.000,0.000,82.424,0.000,0.000,25.728,0.000,0.000,74.272,0.000,8.152,23.939,17.576,17.576,32.757,0.000,0.000,25.728,74.272,0.000,0.000,0.000,11.717,57.889,7.980,7.980,14.435,0.000,35.152,40.909,0.000,0.000,23.939,0.000,58.485,41.515,0.000,0.000,0.000,0.000,58.485,0.000,0.000,0.000,41.515,0.000,0.000,25.728,17.576,56.696,0.000,0.000,35.152,40.909,23.939,0.000,0.000,0.000,49.667,15.181,0.000,0.000,35.152,0.000,25.728,32.757,41.515,0.000,0.000,0.000,0.000,41.515,17.576,15.181,25.728,0.000
93,1982875,Waverly,TENURE1,93,1982875,0.000,54.420,0.000,9.592,35.987,0.000,70.944,29.056,0.000,0.000,0.000,0.000,60.320,5.553,0.000,0.000,34.127,0.000,27.224,31.550,38.649,0.000,2.577,0.000,18.349,12.568,47.126,21.958,0.000,0.000,4.554,14.667,20.227,22.945,35.646,1.961,1.909,8.988,9.846,2.645,66.765,9.846,26.742,14.667,10.114,0.000,48.476,0.000,16.189,41.581,9.846,22.538,9.846,0.000,24.590,44.310,14.825,14.324,1.951,0.000,39.275,38.767,19.380,0.000,2.577,0.000,55.124,44.876,0.000,0.000,0.000,0.000,52.070,18.191,0.000,0.000,29.739,0.000,9.846,31.613,52.077,4.555,0.000,1.909,47.838,49.517,2.645,0.000,0.000,0.000,50.161,35.030,9.846,0.000,3.054,1.909,61.187,16.925,16.925,0.000,3.054,1.909,30.468,39.793,29.739,0.000,0.000,0.000
94,1983145,Webster City,TENURE1,94,1983145,0.000,39.647,50.147,0.000,10.206,0.000,0.000,91.012,8.988,0.000,0.000,0.000,48.635,0.000,0.000,0.000,51.365,0.000,0.000,49.853,50.147,0.000,0.000,0.000,0.000,8.988,49.853,41.159,0.000,0.000,0.000,0.000,48.635,0.000,51.365,0.000,0.000,0.000,8.988,0.000,91.012,0.000,0.000,0.000,48.635,0.000,51.365,0.000,0.000,49.853,41.159,0.000,0.000,8.988,6.804,47.053,19.208,26.935,0.000,0.000,0.000,100.000,0.000,0.000,0.000,0.000,41.159,58.841,0.000,0.000,0.000,0.000,0.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,89.794,10.206,0.000,0.000,0.000,91.012,8.988,0.000,0.000,0.000,41.159,19.194,39.647,0.000,0.000,0.000,41.159,58.841,0.000,0.000,0.000,0.000,0.000,51.365,39.647,0.000,0.000,8.988
95,1983325,Wellsburg,TENURE1,95,1983325,5.558,0.000,22.732,47.452,15.556,8.702,5.558,0.000,0.000,0.000,21.114,73.328,24.625,44.656,18.143,0.000,12.577,0.000,11.811,65.063,0.000,0.000,23.126,0.000,6.088,0.000,17.038,23.126,0.000,53.748,6.088,41.937,0.000,0.000,51.975,0.000,7.338,0.000,9.475,7.338,75.849,0.000,6.088,41.937,17.038,0.000,17.899,17.038,6.088,51.114,19.672,6.088,17.038,0.000,17.447,18.507,15.296,21.097,13.388,14.266,24.530,57.398,18.072,0.000,0.000,0.000,30.987,23.126,0.000,0.000,45.887,0.000,13.949,6.088,0.000,0.000,79.964,0.000,5.558,26.339,52.548,15.556,0.000,0.000,6.088,47.660,17.038,23.126,6.088,0.000,36.710,17.038,6.088,0.000,40.164,0.000,23.126,30.622,17.038,6.088,23.126,0.000,6.088,39.800,6.088,0.000,40.164,7.861
96,1984900,What Cheer,TENURE1,96,1984900,0.000,0.000,0.000,73.122,8.552,18.326,0.000,0.000,0.000,26.878,0.000,73.122,0.000,60.828,18.326,0.000,0.000,20.846,0.000,18.326,45.204,7.072,29.398,0.000,0.000,0.000,0.000,36.652,0.000,63.348,0.000,0.000,25.398,20.846,35.430,18.326,0.000,18.326,0.000,0.000,35.430,46.244,0.000,7.072,0.000,18.326,35.430,39.172,0.000,0.000,33.950,39.172,8.552,18.326,0.000,12.217,6.109,18.326,0.000,63.348,36.652,0.000,47.724,0.000,8.552,7.072,35.430,64.570,0.000,0.000,0.000,0.000,53.756,46.244,0.000,0.000,0.000,0.000,18.326,25.398,56.276,0.000,0.000,0.000,0.000,75.824,24.176,0.000,0.000,0.000,36.652,36.470,18.326,0.000,8.552,0.000,0.000,91.448,0.000,0.000,8.552,0.000,0.000,36.470,18.326,0.000,45.204,0.000
97,1985845,Williamsburg,TENURE1,97,1985845,4.628,62.723,3.556,3.556,25.535,0.000,30.865,52.281,5.171,0.000,11.683,0.000,66.651,26.237,0.000,0.000,7.113,0.000,41.307,38.283,3.556,0.000,16.854,0.000,51.784,35.932,5.171,3.556,3.556,0.000,18.627,40.043,7.113,0.000,34.217,0.000,18.627,39.488,3.556,3.556,34.772,0.000,30.673,26.091,31.553,0.000,11.683,0.000,43.306,48.905,3.895,0.000,3.895,0.000,40.069,39.439,12.840,2.909,4.742,0.000,61.671,13.853,17.363,3.556,3.556,0.000,70.161,3.556,0.000,0.000,26.282,0.000,44.116,33.157,0.000,0.000,22.726,0.000,13.310,26.091,30.806,26.237,3.556,0.000,44.116,34.918,17.409,0.000,3.556,0.000,28.549,40.043,13.999,0.000,17.409,0.000,8.185,7.113,43.600,27.250,13.853,0.000,27.308,65.579,3.556,0.000,3.556,0.000
98,1986385,Winfield,TENURE1,98,1986385,0.000,0.000,12.759,71.930,15.311,0.000,0.000,65.819,22.740,11.441,0.000,0.000,17.753,45.135,37.111,0.000,0.000,0.000,11.441,13.559,63.701,11.299,0.000,0.000,0.000,0.000,0.000,34.181,0.000,65.819,52.260,22.740,0.000,0.000,25.000,0.000,0.000,22.740,25.000,0.000,52.260,0.000,0.000,63.701,0.000,11.299,25.000,0.000,0.000,0.000,77.260,11.299,0.000,11.441,3.814,50.753,25.000,7.580,4.520,8.333,37.111,8.024,45.236,0.000,9.629,0.000,83.852,16.148,0.000,0.000,0.000,0.000,54.865,45.135,0.000,0.000,0.000,0.000,8.124,9.629,45.135,0.000,0.000,37.111,37.111,62.889,0.000,0.000,0.000,0.000,46.740,16.148,0.000,0.000,0.000,37.111,17.753,45.135,0.000,0.000,0.000,37.111,37.111,62.889,0.000,0.000,0.000,0.000
99,1986970,Woodward,TENURE1,99,1986970,8.825,5.126,17.898,20.401,47.750,0.000,0.000,0.000,0.000,17.650,9.073,73.277,35.626,33.569,9.302,0.000,21.504,0.000,0.000,31.916,46.752,0.000,7.381,13.951,0.000,5.126,45.116,26.983,0.000,22.775,10.709,27.218,13.951,0.000,48.122,0.000,0.000,9.073,9.265,0.000,81.662,0.000,0.000,31.668,13.951,1.884,43.425,9.073,8.825,57.195,32.096,1.884,0.000,0.000,13.058,42.036,17.293,2.942,3.417,21.255,20.154,49.994,6.829,5.126,17.898,0.000,31.358,54.691,0.000,0.000,13.951,0.000,22.037,40.989,0.000,5.126,31.848,0.000,20.401,50.744,26.970,1.884,0.000,0.000,22.285,50.992,26.723,0.000,0.000,0.000,45.309,31.848,0.000,0.000,17.898,4.945,9.073,48.178,11.081,0.000,9.073,22.595,11.329,35.795,13.770,1.884,32.096,5.126
0,1999999,AVERAGE,TENURE1,0,1999999,3.432,16.588,28.096,26.434,17.109,8.341,10.166,27.907,17.785,9.772,10.461,23.910,28.614,27.557,9.978,4.243,21.299,8.309,10.194,38.531,29.937,8.201,11.417,1.719,3.916,11.877,26.780,27.699,3.579,26.148,8.550,21.893,14.467,8.010,35.956,11.123,3.226,13.129,11.193,4.011,53.315,15.125,6.241,22.636,19.500,8.877,30.554,12.192,6.542,34.294,38.190,11.634,7.918,1.422,10.259,24.703,22.922,14.477,7.130,20.510,21.057,36.685,22.567,5.973,9.075,4.644,35.372,40.138,8.799,0.979,14.511,0.200,32.023,33.537,8.553,1.026,23.726,1.135,10.169,35.837,35.698,15.303,2.495,0.498,26.499,47.553,17.531,1.850,6.358,0.208,32.002,37.898,9.982,4.113,13.041,2.964,20.028,42.448,16.994,7.429,9.505,3.596,13.748,47.413,17.340,3.358,16.161,1.981
1,1900595,Afton,TENURE2,1,1900595,0.000,10.573,40.922,37.298,11.207,0.000,0.000,10.573,0.000,3.625,11.207,74.595,0.000,85.168,3.625,0.000,11.207,0.000,0.000,47.870,40.922,0.000,11.207,0.000,0.000,10.573,0.000,3.625,11.207,74.595,0.000,40.922,37.298,10.573,11.207,0.000,0.000,37.298,40.922,0.000,21.780,0.000,37.298,37.298,10.573,0.000,14.832,0.000,0.000,47.870,40.922,0.000,11.207,0.000,22.549,40.170,12.433,1.208,11.207,12.433,0.000,58.443,30.350,0.000,11.207,0.000,47.870,14.197,26.725,0.000,11.207,0.000,14.197,47.870,26.725,0.000,11.207,0.000,0.000,24.770,37.298,26.725,11.207,0.000,10.573,78.220,0.000,0.000,11.207,0.000,14.197,47.870,0.000,0.000,37.932,0.000,14.197,74.595,0.000,0.000,11.207,0.000,0.000,58.443,30.350,0.000,11.207,0.000
2,1900640,Agency,TENURE2,2,1900640,0.000,0.000,14.809,34.241,9.033,41.917,0.000,4.321,0.000,21.493,4.321,69.864,32.805,55.169,0.000,0.000,7.385,4.640,18.467,40.452,33.488,0.000,4.771,2.822,0.000,4.321,0.000,28.440,4.321,62.917,0.000,2.556,14.169,28.440,0.000,54.835,2.556,0.000,23.672,25.814,13.157,34.800,0.000,0.000,57.499,0.000,13.157,29.344,2.556,20.034,46.861,6.947,0.000,23.602,2.633,3.836,19.094,24.560,3.011,46.865,0.000,30.540,36.171,0.000,13.502,19.786,52.662,47.338,0.000,0.000,0.000,0.000,35.546,39.319,2.671,0.000,22.464,0.000,30.479,29.689,39.832,0.000,0.000,0.000,47.401,41.898,7.823,2.878,0.000,0.000,42.011,57.989,0.000,0.000,0.000,0.000,36.372,29.258,31.699,2.671,0.000,0.000,16.310,44.305,9.503,0.000,18.491,11.392
3,1900730,Ainsworth,TENURE2,3,1900730,0.000,0.000,7.876,65.274,23.628,3.221,0.000,0.000,0.000,55.607,7.630,36.763,55.607,21.502,7.630,0.000,15.261,0.000,0.000,0.000,18.381,3.121,78.498,0.000,0.000,0.000,7.630,63.237,0.000,29.132,3.221,0.000,0.000,57.398,39.380,0.000,0.000,0.000,3.121,0.000,93.758,3.121,0.000,0.000,3.121,66.358,30.521,0.000,0.000,0.000,81.027,0.000,15.752,3.221,5.251,31.502,26.330,22.119,0.000,14.798,7.630,18.381,66.358,0.000,7.630,0.000,73.988,10.751,0.000,0.000,15.261,0.000,26.012,63.237,3.121,0.000,7.630,0.000,6.242,7.630,78.498,0.000,7.630,0.000,36.763,63.237,0.000,0.000,0.000,0.000,3.221,0.000,0.000,0.000,31.504,65.274,10.751,10.751,0.000,7.630,70.868,0.000,0.000,61.849,7.630,0.000,30.521,0.000
4,1900865,Albert City,TENURE2,4,1900865,15.718,20.619,63.663,0.000,0.000,0.000,0.000,0.000,15.718,0.000,0.000,84.282,36.337,30.581,33.083,0.000,0.000,0.000,0.000,24.464,75.536,0.000,0.000,0.000,0.000,15.718,0.000,20.619,0.000,63.663,0.000,39.252,0.000,0.000,0.000,60.748,0.000,39.252,0.000,0.000,0.000,60.748,0.000,39.252,24.464,36.284,0.000,0.000,0.000,0.000,75.536,24.464,0.000,0.000,0.000,0.000,20.249,13.084,0.000,66.667,36.337,63.663,0.000,0.000,0.000,0.000,66.917,33.083,0.000,0.000,0.000,0.000,15.718,51.199,33.083,0.000,0.000,0.000,46.299,53.701,0.000,0.000,0.000,0.000,36.337,63.663,0.000,0.000,0.000,0.000,66.917,33.083,0.000,0.000,0.000,0.000,46.299,53.701,0.000,0.000,0.000,0.000,46.299,53.701,0.000,0.000,0.000,0.000
5,1900910,Albia,TENURE2,5,1900910,0.000,32.727,67.273,0.000,0.000,0.000,10.393,45.809,12.843,30.955,0.000,0.000,26.876,42.169,0.000,0.000,30.955,0.000,10.393,0.000,76.764,12.843,0.000,0.000,0.000,0.000,54.191,45.809,0.000,0.000,0.000,12.843,56.202,0.000,0.000,30.955,10.393,0.000,42.169,0.000,16.483,30.955,0.000,43.359,12.843,12.843,0.000,30.955,0.000,56.202,43.798,0.000,0.000,0.000,16.704,32.790,40.730,9.775,0.000,0.000,26.876,25.686,16.483,30.955,0.000,0.000,26.876,25.686,0.000,0.000,47.438,0.000,26.876,29.326,0.000,0.000,43.798,0.000,0.000,58.652,41.348,0.000,0.000,0.000,10.393,42.169,47.438,0.000,0.000,0.000,10.393,45.809,12.843,0.000,0.000,30.955,16.483,25.686,41.348,16.483,0.000,0.000,10.393,42.169,16.483,0.000,30.955,0.000
6,1900955,Albion,TENURE2,6,1900955,0.000,0.000,27.296,35.056,7.019,30.628,0.000,0.000,0.000,0.000,0.000,100.000,0.000,30.244,0.000,14.022,7.777,47.958,0.000,0.000,65.263,17.973,16.764,0.000,0.000,0.000,0.000,9.745,0.000,90.255,0.000,12.655,12.655,0.000,46.971,27.718,0.000,12.655,0.000,12.655,56.716,17.973,0.000,12.655,0.000,12.655,46.971,27.718,0.000,12.655,52.607,17.973,16.764,0.000,0.000,6.558,5.991,0.000,4.679,82.772,0.000,39.952,7.019,22.401,0.000,30.628,67.670,19.675,12.655,0.000,0.000,0.000,27.718,52.607,19.675,0.000,0.000,0.000,0.000,67.670,32.330,0.000,0.000,0.000,12.655,67.670,12.655,0.000,7.019,0.000,22.401,27.296,7.019,0.000,12.655,30.628,27.296,37.647,12.655,22.401,0.000,0.000,27.296,25.311,9.745,0.000,19.675,17.973
7,1901270,Allerton,TENURE2,7,1901270,6.593,14.665,30.418,42.585,0.000,5.738,10.015,0.000,10.015,14.665,5.738,59.567,0.000,10.015,10.015,6.593,20.403,52.973,0.000,31.274,50.657,12.331,0.000,5.738,6.593,0.000,0.000,40.433,0.000,52.973,0.000,0.000,24.680,0.000,48.323,26.996,6.593,0.000,10.015,6.593,71.060,5.738,0.000,6.593,0.000,46.007,26.996,20.403,6.593,0.000,77.654,10.015,5.738,0.000,2.198,22.422,21.051,13.763,0.000,40.567,6.593,30.418,16.609,20.403,0.000,25.977,62.988,31.274,0.000,0.000,5.738,0.000,53.620,40.642,0.000,0.000,5.738,0.000,0.000,0.000,31.274,68.726,0.000,0.000,21.258,12.331,66.410,0.000,0.000,0.000,52.973,16.609,0.000,0.000,30.418,0.000,6.593,48.323,10.015,20.403,14.665,0.000,8.907,21.281,42.249,0.000,27.563,0.000
8,1901630,Altoona,TENURE2,8,1901630,0.000,17.943,43.466,17.943,20.647,0.000,3.498,64.494,27.280,4.727,0.000,0.000,30.144,65.226,0.000,0.000,4.630,0.000,33.753,37.241,29.006,0.000,0.000,0.000,8.226,22.030,40.739,29.006,0.000,0.000,26.334,43.164,12.329,0.000,13.543,4.630,0.000,0.000,10.071,0.000,89.929,0.000,0.000,68.052,20.078,4.855,7.016,0.000,6.691,49.146,40.737,0.000,3.426,0.000,9.377,47.377,36.907,5.653,0.687,0.000,41.960,45.711,12.329,0.000,0.000,0.000,39.899,60.101,0.000,0.000,0.000,0.000,22.446,38.525,0.000,0.000,39.029,0.000,27.571,31.326,41.103,0.000,0.000,0.000,29.632,50.854,19.514,0.000,0.000,0.000,37.330,50.341,12.329,0.000,0.000,0.000,29.632,55.979,14.390,0.000,0.000,0.000,3.426,91.944,4.630,0.000,0.000,0.000
9,1902260,Anita,TENURE2,9,1902260,0.000,0.000,49.391,0.000,50.609,0.000,21.377,53.928,24.696,0.000,0.000,0.000,75.304,0.000,0.000,0.000,24.696,0.000,0.000,49.391,21.377,0.000,29.232,0.000,0.000,53.928,21.377,24.696,0.000,0.000,0.000,49.391,0.000,0.000,50.609,0.000,0.000,0.000,24.696,0.000,46.072,29.232,0.000,0.000,24.696,0.000,75.304,0.000,70.768,0.000,29.232,0.000,0.000,0.000,54.304,35.952,0.000,0.000,9.744,0.000,21.377,24.696,53.928,0.000,0.000,0.000,100.000,0.000,0.000,0.000,0.000,0.000,100.000,0.000,0.000,0.000,0.000,0.000,46.072,0.000,53.928,0.000,0.000,0.000,70.768,29.232,0.000,0.000,0.000,0.000,75.304,0.000,0.000,0.000,24.696,0.000,21.377,29.232,49.391,0.000,0.000,0.000,21.377,53.928,0.000,0.000,24.696,0.000
10,1903475,Atkins,TENURE2,10,1903475,0.000,2.827,6.917,43.265,32.003,14.988,5.157,44.877,16.804,0.000,23.331,9.831,27.800,41.209,3.343,3.343,24.306,0.000,47.962,19.107,23.948,0.000,8.983,0.000,0.000,0.000,2.827,50.393,3.515,43.265,0.000,15.525,15.525,15.525,53.425,0.000,0.000,0.000,14.180,11.006,64.323,10.490,0.000,27.062,24.819,8.616,36.676,2.827,0.000,6.627,54.702,3.706,34.965,0.000,0.000,8.029,20.669,32.490,13.928,24.884,2.732,53.226,21.640,12.899,9.502,0.000,38.253,48.450,0.000,0.000,13.297,0.000,31.969,37.356,12.845,0.000,17.830,0.000,17.566,28.890,41.819,11.725,0.000,0.000,12.658,30.460,28.277,3.458,25.146,0.000,22.551,45.742,19.472,0.000,12.235,0.000,6.917,43.476,19.662,27.118,2.827,0.000,2.732,59.853,14.487,3.343,16.242,3.343
11,1903655,Audubon,TENURE2,11,1903655,0.000,28.749,28.749,42.502,0.000,0.000,0.000,86.248,13.752,0.000,0.000,0.000,57.498,42.502,0.000,0.000,0.000,0.000,0.000,28.749,71.251,0.000,0.000,0.000,0.000,0.000,57.498,42.502,0.000,0.000,0.000,0.000,42.502,0.000,57.498,0.000,28.749,0.000,28.749,0.000,42.502,0.000,28.749,28.749,28.749,13.752,0.000,0.000,0.000,0.000,71.251,28.749,0.000,0.000,9.583,19.166,47.501,14.167,0.000,9.583,57.498,13.752,28.749,0.000,0.000,0.000,71.251,28.749,0.000,0.000,0.000,0.000,71.251,28.749,0.000,0.000,0.000,0.000,0.000,28.749,13.752,57.498,0.000,0.000,28.749,13.752,57.498,0.000,0.000,0.000,33.333,66.667,0.000,0.000,0.000,0.000,33.333,0.000,33.333,33.333,0.000,0.000,50.000,0.000,50.000,0.000,0.000,0.000
12,1904420,Bancroft,TENURE2,12,1904420,38.718,49.399,11.883,0.000,0.000,0.000,49.399,0.000,11.883,38.718,0.000,0.000,0.000,11.883,38.718,38.718,0.000,10.681,10.681,38.718,11.883,38.718,0.000,0.000,10.681,38.718,50.601,0.000,0.000,0.000,38.718,22.563,0.000,0.000,38.718,0.000,0.000,22.563,0.000,0.000,77.437,0.000,0.000,11.883,77.437,0.000,10.681,0.000,10.681,50.601,38.718,0.000,0.000,0.000,7.121,33.734,46.239,12.906,0.000,0.000,49.399,11.883,38.718,0.000,0.000,0.000,49.399,50.601,0.000,0.000,0.000,0.000,38.718,50.601,0.000,0.000,10.681,0.000,0.000,61.282,38.718,0.000,0.000,0.000,10.681,89.319,0.000,0.000,0.000,0.000,49.399,11.883,0.000,0.000,38.718,0.000,10.681,50.601,38.718,0.000,0.000,0.000,10.681,89.319,0.000,0.000,0.000,0.000
